session_id,config_target,request_number,attempt_number,request_id,strategy,timestamp,server_port,success,latency_ms,request_complete,request_success
2026-01-21_07-20-33,T3,1,1,SReDyBkC2TfGMGPe21Wkiw2B,v3,1768998173.95401,6006,True,2.8995409375056624,True,True
2026-01-21_07-20-33,T3,2,1,KbTVfE7YtxylSS0YCRfBzWfd,v3,1768998174.051403,6000,True,1.683874987065792,True,True
2026-01-21_07-20-33,T3,3,1,2oqU8PNey75OhP19kamyMztF,v3,1768998174.1779048,6001,False,4.345417022705078,False,False
2026-01-21_07-20-33,T3,3,2,2oqU8PNey75OhP19kamyMztF,v3,1768998174.18243,6002,True,3.6317090271040797,True,True
2026-01-21_07-20-33,T3,4,1,OuStjTxHXEl4OWvT79UVzyMR,v3,1768998174.264247,6003,False,2.022207947447896,False,False
2026-01-21_07-20-33,T3,4,2,OuStjTxHXEl4OWvT79UVzyMR,v3,1768998174.2664268,6004,True,1.7347499961033463,True,True
2026-01-21_07-20-33,T3,5,1,QPhzJ5NMT0jsR4Nns2J7zt16,v3,1768998174.36529,6005,False,1.9029160030186176,False,False
2026-01-21_07-20-33,T3,5,2,QPhzJ5NMT0jsR4Nns2J7zt16,v3,1768998174.3673458,6007,False,1.5310829039663076,False,False
2026-01-21_07-20-33,T3,5,3,QPhzJ5NMT0jsR4Nns2J7zt16,v3,1768998174.368937,6008,True,1.679167035035789,True,True
2026-01-21_07-20-33,T3,6,1,XHHiOCUf3pPznsXQNzxKb2EF,v3,1768998174.46633,6009,False,2.081667073071003,False,False
2026-01-21_07-20-33,T3,6,2,XHHiOCUf3pPznsXQNzxKb2EF,v3,1768998174.468572,6000,True,0.8977079996839166,True,True
2026-01-21_07-20-33,T3,7,1,XaqvHTa1BDF8RJ4VcTNhSVKi,v3,1768998174.5675,6002,False,1.2416669633239508,False,False
2026-01-21_07-20-33,T3,7,2,XaqvHTa1BDF8RJ4VcTNhSVKi,v3,1768998174.5688908,6004,False,0.9939160663634539,False,False
2026-01-21_07-20-33,T3,7,3,XaqvHTa1BDF8RJ4VcTNhSVKi,v3,1768998174.569961,6006,True,1.1243750341236591,True,True
2026-01-21_07-20-33,T3,8,1,qzF8BpOO76Kzy6psmGWmNOJ9,v3,1768998174.668673,6008,True,1.2240000069141388,True,True
2026-01-21_07-20-33,T3,9,1,jKV6TL52QR9I0qTHtSY9fG8I,v3,1768998174.76974,6001,False,1.7571670468896627,False,False
2026-01-21_07-20-33,T3,9,2,jKV6TL52QR9I0qTHtSY9fG8I,v3,1768998174.771661,6003,True,1.0921669891104102,True,True
