session_id,config_target,request_number,attempt_number,request_id,strategy,timestamp,server_port,success,latency_ms,request_complete,request_success
2026-01-21_07-20-33,T3,1,1,QMXgD8y8Quylcsqd70VNA5IK,v2,1768998162.4050329,6009,True,2.710167085751891,True,True
2026-01-21_07-20-33,T3,2,1,zR309DgFP2B9Yw2PsBVRMyiQ,v2,1768998162.5021682,6000,False,1.7741660121828318,False,False
2026-01-21_07-20-33,T3,2,2,zR309DgFP2B9Yw2PsBVRMyiQ,v2,1768998162.504033,6001,False,1.5935419360175729,False,False
2026-01-21_07-20-33,T3,2,3,zR309DgFP2B9Yw2PsBVRMyiQ,v2,1768998162.5056791,6002,True,1.3455420266836882,True,True
2026-01-21_07-20-33,T3,3,1,soaKX0sSbXVwI1W7M3v9mWPK,v2,1768998162.6031868,6003,True,2.205207943916321,True,True
2026-01-21_07-20-33,T3,4,1,Q3fykwtnApavss1O6cTycVmD,v2,1768998162.704283,6004,False,2.0522919949144125,False,False
2026-01-21_07-20-33,T3,4,2,Q3fykwtnApavss1O6cTycVmD,v2,1768998162.706439,6005,True,1.6159160295501351,True,True
2026-01-21_07-20-33,T3,5,1,Hi6gQQyUH99r64hd3UTNYfyW,v2,1768998162.80481,6006,True,1.9179999362677336,True,True
2026-01-21_07-20-33,T3,6,1,MLjELm7K0MqzjogVzMxHhRe4,v2,1768998162.9057422,6007,False,2.1372080082073808,False,False
2026-01-21_07-20-33,T3,6,2,MLjELm7K0MqzjogVzMxHhRe4,v2,1768998162.908024,6008,True,1.746209105476737,True,True
2026-01-21_07-20-33,T3,7,1,ZwDmo53abLXNNWAWEN7s8cMf,v2,1768998163.006878,6002,False,1.222957973368466,False,False
2026-01-21_07-20-33,T3,7,2,ZwDmo53abLXNNWAWEN7s8cMf,v2,1768998163.008257,6003,False,1.0278329718858004,False,False
2026-01-21_07-20-33,T3,7,3,ZwDmo53abLXNNWAWEN7s8cMf,v2,1768998163.009347,6005,True,0.8810829604044557,True,True
2026-01-21_07-20-33,T3,8,1,nWJDkjJbBhkwJeAhLAMiU1be,v2,1768998163.107883,6006,True,1.118500018492341,True,True
2026-01-21_07-20-33,T3,9,1,sNaft4FFu7XlAwjR58OlxQZm,v2,1768998163.208965,6008,True,1.4707499649375677,True,True
2026-01-21_07-20-33,T3,10,1,l6qu7UxZT4SyluifWw6viVHz,v2,1768998163.31008,6009,True,1.1926249135285616,True,True
2026-01-21_07-20-33,T3,11,1,jxKXqjQ0dEIC8UG97C03tefc,v2,1768998163.4111512,6005,False,1.2856669491156936,False,False
2026-01-21_07-20-33,T3,11,2,jxKXqjQ0dEIC8UG97C03tefc,v2,1768998163.412597,6006,True,1.0957500198855996,True,True
2026-01-21_07-20-33,T3,12,1,Ni4E2n8fVmZvOQSpmcfWbPTj,v2,1768998163.5125608,6008,False,5.910499952733517,False,False
2026-01-21_07-20-33,T3,12,2,Ni4E2n8fVmZvOQSpmcfWbPTj,v2,1768998163.5187159,6009,True,3.695291932672262,True,True
2026-01-21_07-20-33,T3,13,1,Sc81kdbyBOaz6wTDJTJT9wDN,v2,1768998163.6165829,6000,True,9.711708989925683,True,True
2026-01-21_07-20-33,T3,14,1,x8QBxlywYxcYLwAIwQlVWFnu,v2,1768998163.7156029,6001,True,3.031875006854534,True,True
2026-01-21_07-20-33,T3,15,1,NNGrAcBXKL5e6jyOhVNSVxPz,v2,1768998163.816148,6004,False,1.1625419137999415,False,False
2026-01-21_07-20-33,T3,15,2,NNGrAcBXKL5e6jyOhVNSVxPz,v2,1768998163.8174322,6007,True,1.1711249826475978,True,True
2026-01-21_07-20-33,T3,16,1,kfKhYqxtC0Yyz2wW6ESwJW6s,v2,1768998163.917207,6006,False,1.0892079444602132,False,False
2026-01-21_07-20-33,T3,16,2,kfKhYqxtC0Yyz2wW6ESwJW6s,v2,1768998163.918421,6009,True,0.9726670105010271,True,True
2026-01-21_07-20-33,T3,17,1,wvxPdtRQFzFBiS7xFjiatkN4,v2,1768998164.018282,6000,False,1.070957980118692,False,False
2026-01-21_07-20-33,T3,17,2,wvxPdtRQFzFBiS7xFjiatkN4,v2,1768998164.019472,6001,False,0.7885829545557499,False,False
2026-01-21_07-20-33,T3,17,3,wvxPdtRQFzFBiS7xFjiatkN4,v2,1768998164.020308,6002,False,0.8490000618621707,False,False
2026-01-21_07-20-33,T3,17,4,wvxPdtRQFzFBiS7xFjiatkN4,v2,1768998164.021216,6009,False,0.9181669447571039,False,False
2026-01-21_07-20-33,T3,17,5,wvxPdtRQFzFBiS7xFjiatkN4,v2,1768998164.0221992,6009,False,0.894750002771616,False,False
2026-01-21_07-20-33,T3,17,6,wvxPdtRQFzFBiS7xFjiatkN4,v2,1768998164.023145,6006,True,0.7842499762773514,True,True
2026-01-21_07-20-33,T3,18,1,V7YOkdAcpddkYm2Uf23lfrlR,v2,1768998164.119251,6003,False,1.1478749802336097,False,False
2026-01-21_07-20-33,T3,18,2,V7YOkdAcpddkYm2Uf23lfrlR,v2,1768998164.120521,6007,True,0.848416006192565,True,True
2026-01-21_07-20-33,T3,19,1,vQ7F9HNpQJcG6N5PnBN3Dq7h,v2,1768998164.22243,6005,True,2.536957967095077,True,True
2026-01-21_07-20-33,T3,20,1,Bmdt0s4xIaAVBsYfbpwmrS9S,v2,1768998164.322068,6007,False,1.1670420644804835,False,False
2026-01-21_07-20-33,T3,20,2,Bmdt0s4xIaAVBsYfbpwmrS9S,v2,1768998164.32336,6008,True,1.0886670788750052,True,True
2026-01-21_07-20-33,T3,21,1,zdDC6mZWwiSH2xqVUrrHqeh2,v2,1768998164.423006,6005,True,1.1801250511780381,True,True
2026-01-21_07-20-33,T3,22,1,AHujdzKUxQoiOCn3JLOU3eVd,v2,1768998164.524011,6008,True,1.358624896965921,True,True
2026-01-21_07-20-33,T3,23,1,rXfvWUuoSx8nYxAASyaUamaP,v2,1768998164.6250691,6005,True,1.1834169272333384,True,True
2026-01-21_07-20-33,T3,24,1,bHF85TzFmAUS26FRdkWqMPhf,v2,1768998164.726105,6006,True,1.3749999925494194,True,True
2026-01-21_07-20-33,T3,25,1,jgk6lV3bzsHHqyFdqSAk82MT,v2,1768998164.8272052,6008,True,1.0846660006791353,True,True
2026-01-21_07-20-33,T3,26,1,UKBxATxDstwZDeOlIMPrwPhx,v2,1768998164.928268,6005,True,1.2312919134274125,True,True
2026-01-21_07-20-33,T3,27,1,872YNTXWdHb3ZngrVwTSMlXc,v2,1768998165.0293472,6006,True,1.080332905985415,True,True
2026-01-21_07-20-33,T3,28,1,K7ynWDYkAovb2YINCwoZwCBV,v2,1768998165.130332,6008,True,1.1572090443223715,True,True
2026-01-21_07-20-33,T3,29,1,hmurH10rJsvL4mc9K1YsCnx5,v2,1768998165.231376,6004,False,1.1279999744147062,False,False
2026-01-21_07-20-33,T3,29,2,hmurH10rJsvL4mc9K1YsCnx5,v2,1768998165.232664,6000,False,0.8582089794799685,False,False
2026-01-21_07-20-33,T3,29,3,hmurH10rJsvL4mc9K1YsCnx5,v2,1768998165.2335758,6001,False,0.8860829984769225,False,False
2026-01-21_07-20-33,T3,29,4,hmurH10rJsvL4mc9K1YsCnx5,v2,1768998165.2345228,6005,True,0.8658330189064145,True,True
2026-01-21_07-20-33,T3,30,1,hKBSk2TX24fMLMCqnwB38VHu,v2,1768998165.332212,6002,True,1.1637079296633601,True,True
2026-01-21_07-20-33,T3,31,1,qWgEojRAPQIqaUP6gMYUQQcz,v2,1768998165.433237,6003,True,1.0729999048635364,True,True
2026-01-21_07-20-33,T3,32,1,JxGOp4n93IGGvvkoGCW1sNhO,v2,1768998165.534251,6006,True,1.1019159574061632,True,True
2026-01-21_07-20-33,T3,33,1,WElkN3kjtrEYDokjzsLYAUOe,v2,1768998165.6353788,6008,True,1.205792068503797,True,True
2026-01-21_07-20-33,T3,34,1,vxuXMxDclLgs5YCZmNWPn4m4,v2,1768998165.736376,6002,False,1.0925841052085161,False,False
2026-01-21_07-20-33,T3,34,2,vxuXMxDclLgs5YCZmNWPn4m4,v2,1768998165.7376242,6003,True,0.9580419864505529,True,True
2026-01-21_07-20-33,T3,35,1,xWES40rha56h6n8zkoExYIj1,v2,1768998165.837431,6007,True,1.1323749786242843,True,True
2026-01-21_07-20-33,T3,36,1,QWHICPxhDsrAlaESTO9n38WW,v2,1768998165.937719,6005,False,1.071083010174334,False,False
2026-01-21_07-20-33,T3,36,2,QWHICPxhDsrAlaESTO9n38WW,v2,1768998165.9389088,6006,True,0.79158297739923,True,True
2026-01-21_07-20-33,T3,37,1,LZylp9zDRAv475k5UBNSVi5O,v2,1768998166.038815,6008,True,1.1207910720258951,True,True
2026-01-21_07-20-33,T3,38,1,iUexO7aqJorNd6rJahPuN1WA,v2,1768998166.1401489,6003,False,1.4236249262467027,False,False
2026-01-21_07-20-33,T3,38,2,iUexO7aqJorNd6rJahPuN1WA,v2,1768998166.1417441,6007,True,1.1132500367239118,True,True
2026-01-21_07-20-33,T3,39,1,qs7nmpW3xOquZFBV9CK1CszI,v2,1768998166.2409532,6006,True,1.1105419835075736,True,True
2026-01-21_07-20-33,T3,40,1,YtSEiV5MYZZd5F7N6OFMsEKi,v2,1768998166.342029,6008,True,1.0691669303923845,True,True
2026-01-21_07-20-33,T3,41,1,8F2qOI2cXo2xh43stOUlxA2A,v2,1768998166.443167,6007,False,1.111874938942492,False,False
2026-01-21_07-20-33,T3,41,2,8F2qOI2cXo2xh43stOUlxA2A,v2,1768998166.448947,6009,True,1.2045420007780194,True,True
2026-01-21_07-20-33,T3,42,1,7qRLZpO0oTtagrhFt9pQsp9D,v2,1768998166.5438888,6006,True,1.0912079596892,True,True
2026-01-21_07-20-33,T3,43,1,2nuSWmRwmt6wnH0cCKMChXOX,v2,1768998166.645101,6008,True,1.32079201284796,True,True
2026-01-21_07-20-33,T3,44,1,3qZMyteU8ozlIsW99bAAjcnI,v2,1768998166.7460349,6009,True,1.8362910486757755,True,True
2026-01-21_07-20-33,T3,45,1,QXr2ULvtF6nJr8sEB4utwhrI,v2,1768998166.8470552,6006,False,1.0893329745158553,False,False
2026-01-21_07-20-33,T3,45,2,QXr2ULvtF6nJr8sEB4utwhrI,v2,1768998166.848265,6008,True,1.0167909786105156,True,True
2026-01-21_07-20-33,T3,46,1,zj7mrGUrLCtgdjNKUqPYCdX1,v2,1768998166.948259,6009,False,1.3963331002742052,False,False
2026-01-21_07-20-33,T3,46,2,zj7mrGUrLCtgdjNKUqPYCdX1,v2,1768998166.950179,6008,False,1.3314589159563184,False,False
2026-01-21_07-20-33,T3,46,3,zj7mrGUrLCtgdjNKUqPYCdX1,v2,1768998166.951647,6005,True,1.1837920174002647,True,True
2026-01-21_07-20-33,T3,47,1,gbznSHcC80T4NfgDNC2jbkmi,v2,1768998167.0492532,6005,True,1.2478750431910157,True,True
2026-01-21_07-20-33,T3,48,1,4J1N5wL7KtiLbHPECTPEli3m,v2,1768998167.1502552,6000,False,1.2363339774310589,False,False
2026-01-21_07-20-33,T3,48,2,4J1N5wL7KtiLbHPECTPEli3m,v2,1768998167.151654,6001,False,0.9381660493090749,False,False
2026-01-21_07-20-33,T3,48,3,4J1N5wL7KtiLbHPECTPEli3m,v2,1768998167.152684,6002,True,0.9578330209478736,True,True
2026-01-21_07-20-33,T3,49,1,JU3nTdEuZ4HyDen3t8Zc2u0K,v2,1768998167.251487,6005,True,1.1038329685106874,True,True
2026-01-21_07-20-33,T3,50,1,N7qRn50cC3jZQL8ALstbLtFa,v2,1768998167.352372,6002,True,1.095375046133995,True,True
2026-01-21_07-20-33,T3,51,1,XuiTrqWsXnUrA1uaMqAyHxtf,v2,1768998167.4534662,6003,True,1.0862919734790921,True,True
2026-01-21_07-20-33,T3,52,1,GzlfuZPX8LCyIqupNsO9dOxH,v2,1768998167.554501,6004,True,1.1634590337052941,True,True
2026-01-21_07-20-33,T3,53,1,fW74b6DQg4maexIOOcM2oLSt,v2,1768998167.655537,6004,False,1.1120419949293137,False,False
2026-01-21_07-20-33,T3,53,2,fW74b6DQg4maexIOOcM2oLSt,v2,1768998167.656817,6002,True,0.9014169918373227,True,True
2026-01-21_07-20-33,T3,54,1,rnNyDxPpQe2UDTAfTa2fhkXu,v2,1768998167.7566001,6003,False,1.1114589869976044,False,False
2026-01-21_07-20-33,T3,54,2,rnNyDxPpQe2UDTAfTa2fhkXu,v2,1768998167.7578728,6007,False,0.889624934643507,False,False
2026-01-21_07-20-33,T3,54,3,rnNyDxPpQe2UDTAfTa2fhkXu,v2,1768998167.758829,6005,True,0.8624589536339045,True,True
2026-01-21_07-20-33,T3,55,1,LYurteBMGUli5uBwpEPFKMTM,v2,1768998167.857692,6006,True,1.1705000652000308,True,True
2026-01-21_07-20-33,T3,56,1,v8IG6ALhFkvLvPGkQG5wk3TM,v2,1768998167.958764,6002,False,1.133207930251956,False,False
2026-01-21_07-20-33,T3,56,2,v8IG6ALhFkvLvPGkQG5wk3TM,v2,1768998167.960023,6005,True,0.8572079241275787,True,True
2026-01-21_07-20-33,T3,57,1,vG3Dg4F1F3uM6j3BAi5tPvBA,v2,1768998168.058892,6006,True,1.2009169440716505,True,True
2026-01-21_07-20-33,T3,58,1,dsYa5ZdcyXyefATm2O5ntMiL,v2,1768998168.159929,6008,True,1.0469999397173524,True,True
2026-01-21_07-20-33,T3,59,1,QqCHcDEP6CuVWQi0JMhi65JW,v2,1768998168.261035,6009,True,1.0842500487342477,True,True
2026-01-21_07-20-33,T3,60,1,cXIV7e2te9n24243JVqhcy9W,v2,1768998168.3621068,6005,True,1.101332949474454,True,True
2026-01-21_07-20-33,T3,61,1,i1OZ7q9OJrJDq0ZqBjQPG7gi,v2,1768998168.4632099,6006,True,1.1092920321971178,True,True
2026-01-21_07-20-33,T3,62,1,K1DGRPmvCvPeSCIWjV10FSlb,v2,1768998168.564148,6008,True,1.0798330185934901,True,True
2026-01-21_07-20-33,T3,63,1,30PHio7nG18deMxghcOtiLir,v2,1768998168.665261,6009,False,1.0917080799117684,False,False
2026-01-21_07-20-33,T3,63,2,30PHio7nG18deMxghcOtiLir,v2,1768998168.6665049,6005,True,1.2408329639583826,True,True
2026-01-21_07-20-33,T3,64,1,8UETSaTJBOVDlFUKqBjAeJAK,v2,1768998168.766242,6006,True,1.0633330093696713,True,True
