session_id,config_target,request_number,attempt_number,request_id,strategy,timestamp,server_port,success,latency_ms,request_complete,request_success
2026-01-21_07-20-33,T3,1,1,Af5H4mEgOJTEnqdlYhoKnQnQ,v1,1768998150.846763,6009,True,2.981833997182548,True,True
2026-01-21_07-20-33,T3,2,1,LzK314fFjy3O7jUNqC0zn30v,v1,1768998150.9430752,6000,False,2.951374975964427,False,False
2026-01-21_07-20-33,T3,2,2,LzK314fFjy3O7jUNqC0zn30v,v1,1768998150.946167,6001,False,1.5852500218898058,False,False
2026-01-21_07-20-33,T3,2,3,LzK314fFjy3O7jUNqC0zn30v,v1,1768998150.9478369,6002,True,1.5488750068470836,True,True
2026-01-21_07-20-33,T3,3,1,Sx4o9Ahqu8vK1ECziOIcOPgk,v1,1768998151.043471,6003,False,1.8521660240367055,False,False
2026-01-21_07-20-33,T3,3,2,Sx4o9Ahqu8vK1ECziOIcOPgk,v1,1768998151.045423,6004,False,1.5911669470369816,False,False
2026-01-21_07-20-33,T3,3,3,Sx4o9Ahqu8vK1ECziOIcOPgk,v1,1768998151.047072,6005,True,1.7342909704893827,True,True
2026-01-21_07-20-33,T3,4,1,PoghWhbhF3oJpApyzzprSP7k,v1,1768998151.144597,6006,True,2.3395830066874623,True,True
2026-01-21_07-20-33,T3,5,1,c478L3gu3M5K4AUZ1Z4GC1CF,v1,1768998151.245792,6007,False,2.1655000746250153,False,False
2026-01-21_07-20-33,T3,5,2,c478L3gu3M5K4AUZ1Z4GC1CF,v1,1768998151.248106,6008,True,2.181915915571153,True,True
2026-01-21_07-20-33,T3,6,1,wXXlo7LFZ5jVIY8D7RWc5Of7,v1,1768998151.346794,6000,False,1.3557920465245843,False,False
2026-01-21_07-20-33,T3,6,2,wXXlo7LFZ5jVIY8D7RWc5Of7,v1,1768998151.348278,6001,True,1.012749969959259,True,True
2026-01-21_07-20-33,T3,7,1,M4QTSmKxJAGXj3Yy2TYLG8rl,v1,1768998151.4476109,6002,False,1.1221249587833881,False,False
2026-01-21_07-20-33,T3,7,2,M4QTSmKxJAGXj3Yy2TYLG8rl,v1,1768998151.4488142,6003,False,0.9932080283761024,False,False
2026-01-21_07-20-33,T3,7,3,M4QTSmKxJAGXj3Yy2TYLG8rl,v1,1768998151.449868,6004,False,0.8645409252494574,False,False
2026-01-21_07-20-33,T3,7,4,M4QTSmKxJAGXj3Yy2TYLG8rl,v1,1768998151.450776,6005,True,0.7849169196560979,True,True
2026-01-21_07-20-33,T3,8,1,Md7ZZNingiKzQoLWghAOgvuJ,v1,1768998151.548639,6006,True,1.790250069461763,True,True
2026-01-21_07-20-33,T3,9,1,pL8Ri10v0NVJxv5ZGz8xLfdn,v1,1768998151.6583512,6007,False,3.2933340407907963,False,False
2026-01-21_07-20-33,T3,9,2,pL8Ri10v0NVJxv5ZGz8xLfdn,v1,1768998151.6619341,6008,True,4.5115000102669,True,True
2026-01-21_07-20-33,T3,10,1,0TjOYQSntwlJT4rN1nQBuk4q,v1,1768998151.755174,6009,True,1.8571249675005674,True,True
2026-01-21_07-20-33,T3,11,1,h4QhyRKkbDjm09Sri3sRzKOq,v1,1768998151.856135,6001,False,1.2257089838385582,False,False
2026-01-21_07-20-33,T3,11,2,h4QhyRKkbDjm09Sri3sRzKOq,v1,1768998151.8574889,6002,True,1.0194589849561453,True,True
2026-01-21_07-20-33,T3,12,1,VzUI4gourOZNmE5nLF4QTuyA,v1,1768998151.9573271,6001,True,1.431250013411045,True,True
2026-01-21_07-20-33,T3,13,1,x8kgXpF0jyiFRcHYjJoucyh6,v1,1768998152.061482,6002,True,4.0318750543519855,True,True
2026-01-21_07-20-33,T3,14,1,40EOsUKzRGg6ACt0OyjMUXts,v1,1768998152.160219,6000,False,2.122832927852869,False,False
2026-01-21_07-20-33,T3,14,2,40EOsUKzRGg6ACt0OyjMUXts,v1,1768998152.1625102,6003,False,1.051875064149499,False,False
2026-01-21_07-20-33,T3,14,3,40EOsUKzRGg6ACt0OyjMUXts,v1,1768998152.163629,6004,True,1.1513750068843365,True,True
2026-01-21_07-20-33,T3,15,1,GAF1TPnLxOV60D7XlHspEhTy,v1,1768998152.260098,6004,True,1.2102499604225159,True,True
2026-01-21_07-20-33,T3,16,1,8ddZHDVEixOal712EeshEMMO,v1,1768998152.361102,6005,True,1.2805830920115113,True,True
